1.0.0.0/24,19338,7004,12956,13335,13335
1.1.1.0/24,19338,7004,12956,13335,13335
104.16.32.0/20,19338,7004,12956,13335,13335
104.16.48.0/20,19338,7004,12956,13335,13335
104.16.64.0/20,19338,7004,12956,13335,13335
104.16.80.0/20,19338,7004,12956,13335,13335
104.16.96.0/20,19338,7004,12956,13335,13335
104.16.112.0/20,19338,7004,12956,13335,13335
104.16.128.0/20,19338,7004,12956,13335,13335
104.16.144.0/20,19338,7004,12956,13335,13335
104.16.160.0/20,19338,7004,12956,13335,13335
104.16.176.0/20,19338,7004,12956,13335,13335
104.16.192.0/20,19338,7004,12956,13335,13335
104.16.208.0/20,19338,7004,12956,13335,13335
104.16.224.0/20,19338,7004,12956,13335,13335
104.16.240.0/20,19338,7004,12956,13335,13335
104.17.0.0/20,19338,7004,12956,13335,13335
104.17.16.0/20,19338,7004,12956,13335,13335
104.17.32.0/20,19338,7004,12956,13335,13335
104.17.48.0/20,19338,7004,12956,13335,13335
104.17.64.0/20,19338,7004,12956,13335,13335
104.17.80.0/20,19338,7004,12956,13335,13335
104.17.96.0/20,19338,7004,12956,13335,13335
104.17.112.0/20,19338,7004,12956,13335,13335
104.17.128.0/20,19338,7004,12956,13335,13335
104.17.144.0/20,19338,7004,12956,13335,13335
104.17.160.0/20,19338,7004,12956,13335,13335
104.17.176.0/20,19338,7004,12956,13335,13335
104.17.192.0/20,19338,7004,12956,13335,13335
104.17.208.0/20,19338,7004,12956,13335,13335
104.17.224.0/20,19338,7004,12956,13335,13335
104.17.240.0/20,19338,7004,12956,13335,13335
104.18.32.0/20,19338,7004,12956,13335,13335,13335
104.18.48.0/20,19338,7004,12956,13335,13335,13335
104.18.64.0/20,19338,7004,12956,13335,13335
104.18.80.0/20,19338,7004,12956,13335,13335
104.18.96.0/20,19338,7004,12956,13335,13335
104.18.112.0/20,19338,7004,12956,13335,13335
104.18.128.0/20,19338,7004,12956,13335,13335
104.18.144.0/20,19338,7004,12956,13335,13335
104.18.160.0/20,19338,7004,12956,13335,13335
104.18.176.0/20,19338,7004,12956,13335,13335
104.18.192.0/20,19338,7004,12956,13335,13335
104.18.208.0/20,19338,7004,12956,13335,13335
104.18.224.0/20,19338,7004,12956,13335,13335
104.18.240.0/20,19338,7004,12956,13335,13335
104.19.0.0/20,19338,7004,12956,13335,13335
104.19.16.0/20,19338,7004,12956,13335,13335
104.19.32.0/20,19338,7004,12956,13335,13335
104.19.48.0/20,19338,7004,12956,13335,13335
104.19.64.0/20,19338,7004,12956,13335,13335
104.19.80.0/20,19338,7004,12956,13335,13335
104.19.96.0/20,19338,7004,12956,13335,13335
104.19.112.0/20,19338,7004,12956,13335,13335
104.19.128.0/20,19338,7004,12956,13335,13335
104.19.192.0/20,19338,7004,12956,13335,13335
104.20.0.0/20,19338,7004,12956,13335,13335
104.20.16.0/20,19338,7004,12956,13335,13335
104.20.32.0/20,19338,7004,12956,13335,13335
104.20.48.0/20,19338,7004,12956,13335,13335
104.20.64.0/20,19338,7004,12956,13335,13335
104.20.80.0/20,19338,7004,12956,13335,13335
104.20.96.0/20,19338,7004,12956,13335,13335
104.20.112.0/20,19338,7004,12956,13335,13335
104.20.128.0/20,19338,7004,12956,13335,13335
104.20.144.0/20,19338,7004,12956,13335,13335
104.20.160.0/20,19338,7004,12956,13335,13335
104.20.176.0/20,19338,7004,12956,13335,13335
104.20.192.0/20,19338,7004,12956,13335,13335
104.20.208.0/20,19338,7004,12956,13335,13335
104.20.224.0/20,19338,7004,12956,13335,13335
104.20.240.0/20,19338,7004,12956,13335,13335
104.23.96.0/20,19338,7004,12956,13335,13335
104.23.112.0/20,19338,7004,12956,13335,13335
104.23.128.0/20,19338,7004,12956,13335,13335
104.23.192.0/20,19338,7004,12956,13335,13335
104.24.0.0/20,19338,7004,12956,13335,13335
104.24.16.0/20,19338,7004,12956,13335,13335
104.24.32.0/20,19338,7004,12956,13335,13335
104.24.48.0/20,19338,7004,12956,13335,13335
104.24.64.0/20,19338,7004,12956,13335,13335
104.24.80.0/20,19338,7004,12956,13335,13335
104.24.96.0/20,19338,7004,12956,13335,13335,13335
104.24.112.0/20,19338,7004,12956,13335,13335,13335
104.24.128.0/20,19338,7004,12956,13335,13335
104.24.144.0/20,19338,7004,12956,13335,13335
104.24.160.0/20,19338,7004,12956,13335,13335
104.24.176.0/20,19338,7004,12956,13335,13335
104.24.192.0/20,19338,7004,12956,13335,13335
104.24.208.0/20,19338,7004,12956,13335,13335
104.24.224.0/20,19338,7004,12956,13335,13335
104.24.240.0/20,19338,7004,12956,13335,13335
104.25.0.0/20,19338,7004,12956,13335,13335
104.25.16.0/20,19338,7004,12956,13335,13335
104.25.32.0/20,19338,7004,12956,13335,13335
104.25.48.0/20,19338,7004,12956,13335,13335
104.25.64.0/20,19338,7004,12956,13335,13335
104.25.80.0/20,19338,7004,12956,13335,13335
104.25.96.0/20,19338,7004,12956,13335,13335
104.25.112.0/20,19338,7004,12956,13335,13335
104.25.128.0/20,19338,7004,12956,13335,13335
104.25.144.0/20,19338,7004,12956,13335,13335
104.25.160.0/20,19338,7004,12956,13335,13335
104.25.176.0/20,19338,7004,12956,13335,13335
104.25.192.0/20,19338,7004,12956,13335,13335
104.25.208.0/20,19338,7004,12956,13335,13335
104.25.224.0/20,19338,7004,12956,13335,13335
104.25.240.0/20,19338,7004,12956,13335,13335
104.27.0.0/20,19338,7004,12956,13335,13335
104.27.16.0/20,19338,7004,12956,13335,13335
104.27.32.0/20,19338,7004,12956,13335,13335
104.27.48.0/20,19338,7004,12956,13335,13335
104.27.64.0/20,19338,7004,12956,13335,13335
104.27.80.0/20,19338,7004,12956,13335,13335
104.27.96.0/20,19338,7004,12956,13335,13335
104.27.112.0/20,19338,7004,12956,13335,13335
104.27.128.0/20,19338,7004,12956,13335,13335,13335
104.27.144.0/20,19338,7004,12956,13335,13335,13335
104.27.160.0/20,19338,7004,12956,13335,13335,13335
104.27.176.0/20,19338,7004,12956,13335,13335,13335
104.27.192.0/20,19338,7004,12956,13335,13335
104.27.208.0/20,19338,7004,12956,13335,13335
104.28.0.0/20,19338,7004,12956,13335,13335,13335
104.28.16.0/20,19338,7004,12956,13335,13335,13335
104.28.32.0/20,19338,7004,12956,13335,13335,13335
104.28.48.0/20,19338,7004,12956,13335,13335,13335
104.28.64.0/20,19338,7004,12956,13335,13335,13335
104.28.80.0/20,19338,7004,12956,13335,13335,13335
104.28.96.0/20,19338,7004,12956,13335,13335,13335
104.28.112.0/20,19338,7004,12956,13335,13335,13335
104.28.128.0/20,19338,7004,12956,13335,13335,13335
104.28.144.0/20,19338,7004,12956,13335,13335,13335
104.28.160.0/20,19338,7004,12956,13335,13335,13335
104.28.176.0/20,19338,7004,12956,13335,13335,13335
104.28.192.0/20,19338,7004,12956,13335,13335,13335
104.28.208.0/20,19338,7004,12956,13335,13335,13335
104.28.224.0/20,19338,7004,12956,13335,13335,13335
104.28.240.0/20,19338,7004,12956,13335,13335,13335
104.31.0.0/20,19338,7004,12956,13335,13335,13335
104.31.16.0/20,19338,7004,12956,13335,13335,13335
104.31.64.0/20,19338,7004,12956,13335,13335,13335
104.31.80.0/20,19338,7004,12956,13335,13335,13335
104.31.128.0/20,19338,7004,12956,13335,13335,13335
104.31.144.0/20,19338,7004,12956,13335,13335,13335
104.31.160.0/20,19338,7004,12956,13335,13335,13335
104.31.176.0/20,19338,7004,12956,13335,13335,13335
104.31.192.0/20,19338,7004,12956,13335,13335,13335
104.31.208.0/20,19338,7004,12956,13335,13335,13335
104.31.224.0/20,19338,7004,12956,13335,13335,13335
104.31.240.0/20,19338,7004,12956,13335,13335,13335
104.77.196.0/24,19338,19411,13424
104.77.197.0/24,19338,7004,20940
104.102.245.0/24,19338,7004,20940,21342
104.117.78.0/24,19338,19411,13424,20940,20940
104.117.79.0/24,19338,7004,20940
104.156.80.0/24,19338,19228,61522,54113
104.156.81.0/24,19338,19228,61522,54113
104.156.84.0/24,19338,19228,61522,54113
104.156.85.0/24,19338,19228,61522,54113
104.160.135.0/24,19338,19228,61522,6507
104.160.152.0/21,19338,19228,61522,6507
104.160.153.0/24,19338,14259,6507
108.175.106.0/24,19338,262237,263249
108.175.107.0/24,19338,262237,263249
108.175.108.0/24,19338,262237,263249
108.175.109.0/24,19338,262237,263249
108.175.111.0/24,19338,262237,263249
114.69.222.0/24,19338,7004,61522,42
128.201.32.0/24,19338,7004,22661,28098
128.201.33.0/24,19338,7004,22661,28098
128.201.34.0/24,19338,7004,22661,28098
128.201.35.0/24,19338,7004,22661,28098
128.201.36.0/24,19338,7004,22661,28098
128.201.37.0/24,19338,7004,22661,28098
128.201.38.0/24,19338,7004,22661,28098
128.201.39.0/24,19338,7004,22661,28098
128.201.116.0/22,19338,19411,52280,265743
128.201.224.0/22,19338,19411,52280
129.39.176.0/24,19338,7004
130.36.124.0/24,19338,6429,27943
131.0.52.0/22,19338,19411,21838,3549
131.0.108.0/24,19338,19228,6471
131.0.109.0/24,19338,19228,6471
131.0.110.0/24,19338,19228,6471
131.0.172.0/22,19338,14259,14117
131.72.232.0/22,19338,7004,61522,263728
131.72.236.0/22,19338,14259,263753
131.108.68.0/22,19338,19411,18747
131.108.68.0/24,19338,19411,18747
131.108.69.0/24,19338,19411,18747
131.108.208.0/22,19338,7004,15311
131.108.208.0/23,19338,19228,6471,26623
131.108.210.0/23,19338,19228,6471,26623
131.161.56.0/24,19338,6535,263682
131.161.57.0/24,19338,6535,263682
131.161.58.0/24,19338,6535,263682
131.161.200.0/22,19338,7004,52439,52439
131.196.28.0/24,19338,7004,22661,28098
131.196.29.0/24,19338,7004,22661,28098
131.196.30.0/24,19338,7004,22661,28098
131.196.31.0/24,19338,7004,22661,28098
131.196.176.0/24,19338,19411,52280,265757
131.196.177.0/24,19338,7004,52280,52280,52280,52280,265757
131.196.178.0/24,19338,19411,52280,265757
131.196.179.0/24,19338,19411,52280,265757
131.221.32.0/24,19338,14259,263702,263702,263702
131.221.33.0/24,19338,14259,263702,263702,263702
131.221.34.0/24,19338,14259,263702,263702,263702
131.221.35.0/24,19338,14259,263702,263702,263702
131.221.164.0/23,19338,19411,52280,27901
131.221.164.0/24,19338,19411,21838,3549,27901
131.221.166.0/23,19338,19411,52280,27901
131.221.166.0/24,19338,19411,21838,3549,27901
131.221.167.0/24,19338,19411,21838,3549,27901
132.255.68.0/22,19338,14259,263688,263700
132.255.236.0/22,19338,7004,52439
134.162.99.0/24,19338,19228,6471
134.162.100.0/24,19338,19228,6471
134.171.80.0/20,19338,19228,6471
134.171.96.0/19,19338,19228,6471
134.171.128.0/19,19338,19228,6471
134.171.160.0/20,19338,19228,6471
134.171.176.0/20,19338,19228,6471
134.171.192.0/18,19338,19228,6471
138.0.12.0/24,19338,14259,6507
138.0.15.0/24,19338,14259,6507
138.0.120.0/22,19338,14259
138.36.148.0/24,19338,19228,18747,52251,263729
138.36.149.0/24,19338,19228,18747,52251,263729
138.36.252.0/24,19338,7004,61522,61503
138.36.253.0/24,19338,7004,61522,61503
138.36.254.0/24,19338,7004,61522,61503
138.36.255.0/24,19338,7004,61522,61503
138.99.224.0/22,19338,7004,27901
138.99.224.0/23,19338,7004,27901
138.99.224.0/24,19338,7004,27901
138.99.225.0/24,19338,7004,27901
138.99.226.0/23,19338,7004,27901
138.99.227.0/24,19338,7004,27901
138.117.68.0/22,19338,19411,52280,61466,61466,61466,61466
138.117.68.0/24,19338,19411,52280,61466,61466,61466,61466
138.117.69.0/24,19338,19411,52280,61466,61466,61466,61466
138.117.70.0/24,19338,19411,52280,61466
138.117.71.0/24,19338,19411,52280,61466,61466,61466,61466
138.117.148.0/24,19338,14259
138.117.149.0/24,19338,14259
138.117.150.0/24,19338,14259
138.117.151.0/24,19338,14259
138.118.8.0/24,19338,6535,263682
138.118.9.0/24,19338,6535,263682
138.118.10.0/24,19338,6535,263682
138.118.11.0/24,19338,6535,263682
138.121.96.0/22,19338,19411,18747,263784
138.121.108.0/24,19338,7004
138.121.109.0/24,19338,7004
138.121.110.0/24,19338,7004
138.121.111.0/24,19338,7004
138.121.168.0/22,19338,14259,263688,263700
138.122.224.0/24,19338,7004,52439,263797,263797,263797,263797
138.122.226.0/24,19338,7004,52439,263797
138.185.12.0/22,19338,7004,52439
138.186.8.0/22,19338,7004,52511
138.186.8.0/24,19338,7004,52511
138.186.9.0/24,19338,7004,52511
138.186.10.0/24,19338,6429,52511
138.186.11.0/24,19338,7004,52511
138.186.120.0/24,19338,7004,264681
138.186.121.0/24,19338,7004,264681
138.186.122.0/24,19338,7004,264681
138.186.123.0/24,19338,14259,264681
138.204.228.0/22,19338,19411,18747,61506
138.219.56.0/22,19338,7004,61522,52510
138.219.228.0/22,19338,14259,263826,263826,263826
138.219.228.0/24,19338,14259,263826,263826,263826
138.219.229.0/24,19338,14259,263826,263826,263826
138.219.230.0/24,19338,14259,263826,263826,263826
138.219.231.0/24,19338,14259,263826
138.255.97.0/24,19338,7004,263807
138.255.100.0/24,19338,14259,263702,263702,263702
138.255.101.0/24,19338,14259,263702,263702,263702
138.255.102.0/24,19338,14259,263702,263702,263702
138.255.103.0/24,19338,14259,263702,263702,263702
139.181.37.0/24,19338,19228,2688
139.229.0.0,19338,7004,11340,19226
141.101.100.0/22,19338,7004,12956,13335
141.101.112.0/20,19338,7004,12956,13335,13335,13335
141.101.112.0/23,19338,7004,12956,13335,13335
141.101.114.0/23,19338,7004,12956,13335,13335
141.101.120.0/22,19338,7004,12956,13335,13335,13335
143.202.96.0/24,19338,19228,18747,52251,264619
143.202.97.0/24,19338,19228,18747,52251,264619
143.202.99.0/24,19338,19228,18747,52251,264619
143.202.140.0/22,19338,19228,18747,61483
143.202.140.0/24,19338,19228,18747,61483
143.202.141.0/24,19338,19228,18747,61483
143.202.142.0/24,19338,19228,18747,61483
143.208.52.0/22,19338,7004,52439,52439
143.255.24.0/24,19338,19411,21838,3549,264636
143.255.25.0/24,19338,19411,21838,3549,264636
143.255.104.0/24,19338,7004,52439,265675
143.255.105.0/24,19338,7004,52439,265675
143.255.106.0/24,19338,7004,52439,265675
143.255.107.0/24,19338,19411,52280,265675
143.255.176.0/24,19338,7004,61522,264641
143.255.177.0/24,19338,7004,61522,264641
143.255.178.0/24,19338,7004,61522,264641
143.255.179.0/24,19338,7004,61522,264641
146.82.88.0/22,19338,19411,16471
146.82.88.0/24,19338,19411,16471
146.82.89.0/24,19338,19411,16471
146.82.90.0/24,19338,19411,16471
146.82.91.0/24,19338,19411,16471
146.82.232.0/22,19338,19411,21838,3549
146.82.234.0/24,19338,19411,52280,13729
146.83.2.0/23,19338,23140,23140,23140,23140
146.83.2.0/24,19338,7004,11340,23140
146.83.4.0/22,19338,23140,23140,23140,23140,23140,23140
146.83.8.0/21,19338,23140,23140,23140,23140,23140,23140
146.83.16.0/20,19338,23140,23140,23140,23140,23140,23140
146.83.32.0/19,19338,23140,23140,23140,23140,23140,23140
146.83.68.0/24,19338,7004,11340
146.83.70.0/24,19338,7004,11340
146.83.90.0/24,19338,7004,11340,26610
146.83.92.0/24,19338,7004,11340,26610
146.83.96.0/22,19338,7004,11340
146.83.100.0/24,19338,7004,11340
146.83.101.0/24,19338,7004,11340
146.83.102.0/24,19338,7004,11340
146.83.103.0/24,19338,7004,11340
146.83.104.0/24,19338,7004,11340
146.83.105.0/24,19338,7004,11340
146.83.106.0/23,19338,7004,11340
146.83.108.0/24,19338,7004,11340
146.83.109.0/24,19338,7004,11340
146.83.110.0/24,19338,7004,11340
146.83.111.0/24,19338,7004,11340
146.83.114.0/24,19338,7004,11340
146.83.115.0/24,19338,7004,11340
146.83.116.0/23,19338,7004,11340
146.83.118.0/24,19338,7004,11340
146.83.119.0/24,19338,7004,11340
146.83.123.0/24,19338,7004,11340
146.83.124.0/22,19338,7004,11340
146.83.126.0/24,19338,7004,11340
146.83.128.0/24,19338,7004,11340
146.83.129.0/24,19338,7004,11340
146.83.131.0/24,19338,7004,11340
146.83.132.0/24,19338,7004,11340
146.83.135.0/24,19338,7004,11340
146.83.137.0/24,19338,7004,11340
146.83.139.0/24,19338,7004,11340
146.83.143.0/24,19338,7004,11340
146.83.144.0/24,19338,7004,11340
146.83.149.0/24,19338,7004,11340
146.83.150.0/24,19338,7004,11340
146.83.151.0/24,19338,7004,11340
146.83.153.0/24,19338,7004,11340
146.83.154.0/24,19338,7004,11340
146.83.155.0/24,19338,7004,11340
146.83.164.0/24,19338,7004,11340
146.83.173.0/24,19338,7004,11340
146.83.176.0/24,19338,7004,11340
146.83.177.0/24,19338,7004,11340
146.83.178.0/24,19338,7004,11340
146.83.179.0/24,19338,7004,11340
146.83.180.0/24,19338,7004,11340
146.83.181.0/24,19338,7004,11340
146.83.182.0/24,19338,7004,11340
146.83.183.0/24,19338,7004,11340
146.83.184.0/24,19338,7004,11340
146.83.185.0/24,19338,7004,11340
146.83.186.0/24,19338,7004,11340
146.83.187.0/24,19338,7004,11340
146.83.188.0/24,19338,7004,11340
146.83.189.0/24,19338,7004,11340
146.83.190.0/24,19338,7004,11340
146.83.191.0/24,19338,7004,11340
146.83.192.0/24,19338,7004,11340
146.83.193.0/24,19338,7004,11340
146.83.194.0/24,19338,7004,11340
146.83.195.0/24,19338,7004,11340
146.83.196.0/24,19338,7004,11340
146.83.197.0/24,19338,7004,11340
146.83.198.0/24,19338,7004,11340
146.83.199.0/24,19338,7004,11340
146.83.200.0/24,19338,7004,11340
146.83.201.0/24,19338,7004,11340
146.83.202.0/24,19338,7004,11340
