1.0.0.0/16,18747,61522,7004,12956,13335,13335
1.1.0.0/16,18747,61522,7004,12956,13335,13335
45.227.0.0/16,18747,61522,21838,19411,52280,61466
45.227.0.0/16,18747,61522,21838,19411,52280,61466
45.228.0.0/16,18747,19228,21838,3549,263702
45.228.0.0/16,18747,19228,21838,3549,263702
45.228.0.0/16,18747,19228,21838,3549,263702
45.228.0.0/16,18747,19228,21838,3549,263702
45.230.0.0/16,18747,19411,21838,3549,266713
45.231.0.0/16,18747,61522,7004,22661,28098
45.231.0.0/16,18747,61522,7004,22661,28098
45.231.0.0/16,18747,61522,7004,22661,28098
45.231.0.0/16,18747,61522,7004,22661,28098
45.232.0.0/16,18747,19411,7004,7418,52341,52341,52341,52341,52341
45.232.0.0/16,18747,19411,7004,7418,52341,52341,52341,52341,52341
45.232.0.0/16,18747,27735
45.232.0.0/16,18747,19228,21838,3549,27735
45.232.0.0/16,18747,27735
45.234.0.0/16,18747,19411,19338,262237
45.234.0.0/16,18747,19411,19338,262237
45.234.0.0/16,18747,19411,19338,262237
45.234.0.0/16,18747,19411,19338,262237
45.234.0.0/16,18747,266765
57.74.0.0/16,18747,19411,19338,6505
57.74.0.0/16,18747,19411,19338,6505,51964
57.97.0.0/16,18747,61522,7004,6505,51964
62.44.0.0/16,18747,19228,21838,3549,41707
64.68.0.0/16,18747,61522,7004,12956,13335,13335
64.76.0.0/16,18747,19228,21838,3549
64.76.0.0/16,18747,19228,21838,3549
64.76.0.0/16,18747,19228,21838,3549
64.76.0.0/16,18747,19228,21838,3549,26048
64.76.0.0/16,18747,19411,21838,3549,26228
64.76.0.0/16,18747,19411,21838,3549,26228
64.76.0.0/16,18747,19411,21838,3549,27911
64.76.0.0/16,18747,19228,21838,21765
64.76.0.0/16,18747,19411,13424,21838,21765
64.76.0.0/16,18747,19411,13424,21838,21765
64.76.0.0/16,18747,19228,21838,3549
64.76.0.0/16,18747,19228,21838,3549,52246
64.76.0.0/16,18747,19228,21838,3549
64.116.0.0/16,18747,19411,19338,14551
64.116.0.0/16,18747,19411,13424
64.117.0.0/16,18747,19411,19338,14551
64.117.0.0/16,18747,19411,19077
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.22.0.0/16,18747,19411,7004,61522,42
65.229.0.0/16,18747,61522,7004,19338,14551,6256,6256,6256,6256,6256,6256,6256,6256,6256,6256,6256
66.96.0.0/16,18747,19411,19338,6505
69.166.0.0/16,18747,19411,7004,61522,3856
72.0.0.0/16,18747,19411,7004,61522,42
72.0.0.0/16,18747,19411,7004,61522,42
72.0.0.0/16,18747,19411,7004,61522,42
72.0.0.0/16,18747,19411,7004,61522,42
72.0.0.0/16,18747,19411,7004,61522,42
72.0.0.0/16,18747,19411,7004,61522,42
72.0.0.0/16,18747,19411,7004,61522,42
72.0.0.0/16,18747,19411,7004,61522,42
72.0.0.0/16,18747,19411,7004,61522,42
72.0.0.0/16,18747,19411,7004,61522,42
72.0.0.0/16,18747,19411,7004,61522,42
72.0.0.0/16,18747,19411,7004,61522,42
72.0.0.0/16,18747,19411,7004,61522,42
72.0.0.0/16,18747,19411,7004,61522,42
72.0.0.0/16,18747,19411,7004,61522,42
72.0.0.0/16,18747,19411,7004,61522,42
72.42.0.0/16,18747,19411,7004,61522,42,187
72.42.0.0/16,18747,19411,7004,61522,42,187
72.42.0.0/16,18747,19411,7004,61522,42,187
72.42.0.0/16,18747,19411,7004,61522,42,187
72.42.0.0/16,18747,19411,7004,61522,42,187
72.42.0.0/16,18747,19411,7004,61522,42,187
72.42.0.0/16,18747,19411,7004,61522,42,187
72.42.0.0/16,18747,19411,7004,61522,42,187
72.42.0.0/16,18747,19411,7004,61522,42,187
72.42.0.0/16,18747,19411,7004,61522,42,187
72.42.0.0/16,18747,19411,7004,61522,42,187
72.42.0.0/16,18747,19411,7004,61522,42,187
72.42.0.0/16,18747,19411,7004,61522,42,187
72.42.0.0/16,18747,19411,7004,61522,42,187
72.42.0.0/16,18747,19411,7004,61522,42,187
72.42.0.0/16,18747,19411,7004,61522,42,187
72.247.0.0/16,18747,19411,7004,20940
96.7.0.0/16,18747,19411,13424
96.17.0.0/16,18747,19411,13424,20940,20940,16625
104.16.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.16.0.0/16,18747,61522,7004,12956,13335,13335
104.16.0.0/16,18747,61522,7004,12956,13335,13335
104.16.0.0/16,18747,61522,7004,12956,13335,13335
104.16.0.0/16,18747,61522,7004,12956,13335,13335
104.16.0.0/16,18747,61522,7004,12956,13335,13335
104.16.0.0/16,18747,61522,7004,12956,13335,13335
104.16.0.0/16,18747,61522,7004,12956,13335,13335
104.16.0.0/16,18747,61522,7004,12956,13335,13335
104.16.0.0/16,18747,61522,7004,12956,13335,13335
104.16.0.0/16,18747,61522,7004,12956,13335,13335
104.16.0.0/16,18747,61522,7004,12956,13335,13335
104.16.0.0/16,18747,61522,7004,12956,13335,13335
104.16.0.0/16,18747,61522,7004,12956,13335,13335
104.16.0.0/16,18747,61522,7004,12956,13335,13335
104.16.0.0/16,18747,61522,7004,12956,13335,13335
104.16.0.0/16,18747,61522,7004,12956,13335,13335
104.17.0.0/16,18747,61522,7004,12956,13335,13335
104.17.0.0/16,18747,61522,7004,12956,13335,13335
104.17.0.0/16,18747,61522,7004,12956,13335,13335
104.17.0.0/16,18747,61522,7004,12956,13335,13335
104.17.0.0/16,18747,61522,7004,12956,13335,13335
104.17.0.0/16,18747,61522,7004,12956,13335,13335
104.17.0.0/16,18747,61522,7004,12956,13335,13335
104.17.0.0/16,18747,61522,7004,12956,13335,13335
104.17.0.0/16,18747,61522,7004,12956,13335,13335
104.17.0.0/16,18747,61522,7004,12956,13335,13335
104.17.0.0/16,18747,61522,7004,12956,13335,13335
104.17.0.0/16,18747,61522,7004,12956,13335,13335
104.17.0.0/16,18747,61522,7004,12956,13335,13335
104.17.0.0/16,18747,61522,7004,12956,13335,13335
104.17.0.0/16,18747,61522,7004,12956,13335,13335
104.17.0.0/16,18747,61522,7004,12956,13335,13335
104.18.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.18.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.18.0.0/16,18747,61522,7004,12956,13335,13335
104.18.0.0/16,18747,61522,7004,12956,13335,13335
104.18.0.0/16,18747,61522,7004,12956,13335,13335
104.18.0.0/16,18747,61522,7004,12956,13335,13335
104.18.0.0/16,18747,61522,7004,12956,13335,13335
104.18.0.0/16,18747,61522,7004,12956,13335,13335
104.18.0.0/16,18747,61522,7004,12956,13335,13335
104.18.0.0/16,18747,61522,7004,12956,13335,13335
104.18.0.0/16,18747,61522,7004,12956,13335,13335
104.18.0.0/16,18747,61522,7004,12956,13335,13335
104.18.0.0/16,18747,61522,7004,12956,13335,13335
104.18.0.0/16,18747,61522,7004,12956,13335,13335
104.19.0.0/16,18747,61522,7004,12956,13335,13335
104.19.0.0/16,18747,61522,7004,12956,13335,13335
104.19.0.0/16,18747,61522,7004,12956,13335,13335
104.19.0.0/16,18747,61522,7004,12956,13335,13335
104.19.0.0/16,18747,61522,7004,12956,13335,13335
104.19.0.0/16,18747,61522,7004,12956,13335,13335
104.19.0.0/16,18747,61522,7004,12956,13335,13335
104.19.0.0/16,18747,61522,7004,12956,13335,13335
104.19.0.0/16,18747,61522,7004,12956,13335,13335
104.19.0.0/16,18747,61522,7004,12956,13335,13335
104.20.0.0/16,18747,61522,7004,12956,13335,13335
104.20.0.0/16,18747,61522,7004,12956,13335,13335
104.20.0.0/16,18747,61522,7004,12956,13335,13335
104.20.0.0/16,18747,61522,7004,12956,13335,13335
104.20.0.0/16,18747,61522,7004,12956,13335,13335
104.20.0.0/16,18747,61522,7004,12956,13335,13335
104.20.0.0/16,18747,61522,7004,12956,13335,13335
104.20.0.0/16,18747,61522,7004,12956,13335,13335
104.20.0.0/16,18747,61522,7004,12956,13335,13335
104.20.0.0/16,18747,61522,7004,12956,13335,13335
104.20.0.0/16,18747,61522,7004,12956,13335,13335
104.20.0.0/16,18747,61522,7004,12956,13335,13335
104.20.0.0/16,18747,61522,7004,12956,13335,13335
104.20.0.0/16,18747,61522,7004,12956,13335,13335
104.20.0.0/16,18747,61522,7004,12956,13335,13335
104.20.0.0/16,18747,61522,7004,12956,13335,13335
104.23.0.0/16,18747,61522,7004,12956,13335,13335
104.23.0.0/16,18747,61522,7004,12956,13335,13335
104.23.0.0/16,18747,61522,7004,12956,13335,13335
104.23.0.0/16,18747,61522,7004,12956,13335,13335
104.24.0.0/16,18747,61522,7004,12956,13335,13335
104.24.0.0/16,18747,61522,7004,12956,13335,13335
104.24.0.0/16,18747,61522,7004,12956,13335,13335
104.24.0.0/16,18747,61522,7004,12956,13335,13335
104.24.0.0/16,18747,61522,7004,12956,13335,13335
104.24.0.0/16,18747,61522,7004,12956,13335,13335
104.24.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.24.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.24.0.0/16,18747,61522,7004,12956,13335,13335
104.24.0.0/16,18747,61522,7004,12956,13335,13335
104.24.0.0/16,18747,61522,7004,12956,13335,13335
104.24.0.0/16,18747,61522,7004,12956,13335,13335
104.24.0.0/16,18747,61522,7004,12956,13335,13335
104.24.0.0/16,18747,61522,7004,12956,13335,13335
104.24.0.0/16,18747,61522,7004,12956,13335,13335
104.24.0.0/16,18747,61522,7004,12956,13335,13335
104.25.0.0/16,18747,61522,7004,12956,13335,13335
104.25.0.0/16,18747,61522,7004,12956,13335,13335
104.25.0.0/16,18747,61522,7004,12956,13335,13335
104.25.0.0/16,18747,61522,7004,12956,13335,13335
104.25.0.0/16,18747,61522,7004,12956,13335,13335
104.25.0.0/16,18747,61522,7004,12956,13335,13335
104.25.0.0/16,18747,61522,7004,12956,13335,13335
104.25.0.0/16,18747,61522,7004,12956,13335,13335
104.25.0.0/16,18747,61522,7004,12956,13335,13335
104.25.0.0/16,18747,61522,7004,12956,13335,13335
104.25.0.0/16,18747,61522,7004,12956,13335,13335
104.25.0.0/16,18747,61522,7004,12956,13335,13335
104.25.0.0/16,18747,61522,7004,12956,13335,13335
104.25.0.0/16,18747,61522,7004,12956,13335,13335
104.25.0.0/16,18747,61522,7004,12956,13335,13335
104.25.0.0/16,18747,61522,7004,12956,13335,13335
104.27.0.0/16,18747,61522,7004,12956,13335,13335
104.27.0.0/16,18747,61522,7004,12956,13335,13335
104.27.0.0/16,18747,61522,7004,12956,13335,13335
104.27.0.0/16,18747,61522,7004,12956,13335,13335
104.27.0.0/16,18747,61522,7004,12956,13335,13335
104.27.0.0/16,18747,61522,7004,12956,13335,13335
104.27.0.0/16,18747,61522,7004,12956,13335,13335
104.27.0.0/16,18747,61522,7004,12956,13335,13335
104.27.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.27.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.27.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.27.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.27.0.0/16,18747,61522,7004,12956,13335,13335
104.27.0.0/16,18747,61522,7004,12956,13335,13335
104.28.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.28.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.28.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.28.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.28.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.28.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.28.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.28.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.28.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.28.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.28.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.28.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.28.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.28.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.28.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.28.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.31.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.31.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.31.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.31.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.31.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.31.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.31.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.31.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.31.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.31.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.31.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.31.0.0/16,18747,61522,7004,12956,13335,13335,13335
104.77.0.0/16,18747,61522,21838,13424
104.77.0.0/16,18747,61522,7004,20940
104.102.0.0/16,18747,61522,7004,20940,21342
104.117.0.0/16,18747,61522,21838,13424,20940,20940
104.117.0.0/16,18747,61522,7004,20940
104.156.0.0/16,18747,61522,54113
104.156.0.0/16,18747,61522,54113
104.156.0.0/16,18747,61522,54113
104.156.0.0/16,18747,61522,54113
104.160.0.0/16,18747,61522,6507
104.160.0.0/16,18747,61522,6507
104.160.0.0/16,18747,61522,6507
108.175.0.0/16,18747,262237,263249
108.175.0.0/16,18747,262237,263249
108.175.0.0/16,18747,262237,263249
108.175.0.0/16,18747,262237,263249
108.175.0.0/16,18747,262237,263249
114.69.0.0/16,18747,19411,7004,61522,42
128.201.0.0/16,18747,61522,7004,22661,28098
128.201.0.0/16,18747,61522,7004,22661,28098
128.201.0.0/16,18747,61522,7004,22661,28098
128.201.0.0/16,18747,61522,7004,22661,28098
128.201.0.0/16,18747,61522,7004,22661,28098
128.201.0.0/16,18747,61522,7004,22661,28098
128.201.0.0/16,18747,61522,7004,22661,28098
128.201.0.0/16,18747,61522,7004,22661,28098
128.201.0.0/16,18747,61522,21838,19411,52280,265743
128.201.0.0/16,18747,61522,21838,19411,52280
129.39.0.0/16,18747,19411,7004
130.36.0.0/16,18747,61522,21838,22661,6429,27943
131.0.0.0/16,18747,19228,21838,3549
131.0.0.0/16,18747,19411,19338,19228,6471
131.0.0.0/16,18747,19411,19338,19228,6471
131.0.0.0/16,18747,19411,19338,19228,6471
131.0.0.0/16,18747,19411,19338,14259,14117
131.72.0.0/16,18747,19411,7004,61522,263728
131.72.0.0/16,18747,61522,21838,22661,14259,263753
131.108.0.0/16,18747,19228,7004,15311
131.108.0.0/16,18747,19411,19338,19228,6471,26623
131.108.0.0/16,18747,19411,19338,19228,6471,26623
131.161.0.0/16,18747,61522,21838,22661,6535,263682
131.161.0.0/16,18747,61522,21838,22661,6535,263682
131.161.0.0/16,18747,61522,21838,22661,6535,263682
131.161.0.0/16,18747,19411,7004,52439,52439
131.196.0.0/16,18747,61522,7004,22661,28098
131.196.0.0/16,18747,61522,7004,22661,28098
131.196.0.0/16,18747,61522,7004,22661,28098
131.196.0.0/16,18747,61522,7004,22661,28098
131.196.0.0/16,18747,61522,21838,19411,52280,265757
131.196.0.0/16,18747,61522,7004,52280,52280,52280,52280,265757
131.196.0.0/16,18747,61522,21838,19411,52280,265757
131.196.0.0/16,18747,61522,21838,19411,52280,265757
131.221.0.0/16,18747,19411,21838,3549,263702
131.221.0.0/16,18747,19228,21838,3549,263702
131.221.0.0/16,18747,19228,21838,3549,263702
131.221.0.0/16,18747,19228,21838,3549,263702
131.221.0.0/16,18747,19411,52280,27901
131.221.0.0/16,18747,19228,21838,3549,27901
131.221.0.0/16,18747,19411,52280,27901
131.221.0.0/16,18747,19228,21838,3549,27901
131.221.0.0/16,18747,19228,21838,3549,27901
132.255.0.0/16,18747,61522,21838,22661,14259,263688,263700
132.255.0.0/16,18747,19228,7004,52439
134.162.0.0/16,18747,19411,19338,19228,6471
134.162.0.0/16,18747,19411,19338,19228,6471
134.171.0.0/16,18747,19411,19338,19228,6471
134.171.0.0/16,18747,19411,19338,19228,6471
134.171.0.0/16,18747,19411,19338,19228,6471
134.171.0.0/16,18747,19411,19338,19228,6471
134.171.0.0/16,18747,19411,19338,19228,6471
134.171.0.0/16,18747,19411,19338,19228,6471
138.0.0.0/16,18747,19411,19338,14259,6507
138.0.0.0/16,18747,19411,19338,14259,6507
138.0.0.0/16,18747,19411,19338,14259
138.36.0.0/16,18747,19411,7004,61522,61503
138.36.0.0/16,18747,19411,7004,61522,61503
138.36.0.0/16,18747,19411,7004,61522,61503
138.36.0.0/16,18747,19411,7004,61522,61503
138.99.0.0/16,18747,19411,7004,27901
138.99.0.0/16,18747,19411,7004,27901
138.99.0.0/16,18747,19411,7004,27901
138.99.0.0/16,18747,19411,7004,27901
138.99.0.0/16,18747,19411,7004,27901
138.99.0.0/16,18747,19411,7004,27901
138.117.0.0/16,18747,19411,52280,61466,61466,61466,61466
138.117.0.0/16,18747,61522,21838,22661,52280,61466,61466,61466,61466
138.117.0.0/16,18747,61522,21838,22661,52280,61466,61466,61466,61466
138.117.0.0/16,18747,61522,21838,22661,52280,61466
138.117.0.0/16,18747,61522,21838,22661,52280,61466,61466,61466,61466
138.117.0.0/16,18747,19411,19338,14259
138.117.0.0/16,18747,19411,19338,14259
138.117.0.0/16,18747,19411,19338,14259
138.117.0.0/16,18747,19411,19338,14259
138.118.0.0/16,18747,61522,21838,22661,6535,263682
138.118.0.0/16,18747,61522,21838,22661,6535,263682
138.118.0.0/16,18747,61522,21838,22661,6535,263682
138.118.0.0/16,18747,61522,21838,22661,6535,263682
138.121.0.0/16,18747,263784
138.121.0.0/16,18747,19411,7004
138.121.0.0/16,18747,19411,7004
138.121.0.0/16,18747,19411,7004
138.121.0.0/16,18747,19411,7004
138.121.0.0/16,18747,19411,19338,14259,263688,263700
138.122.0.0/16,18747,19411,7004,52439,263797,263797,263797,263797
138.122.0.0/16,18747,19411,7004,52439,263797
138.185.0.0/16,18747,19228,7004,52439
138.186.0.0/16,18747,19411,7004,52511
138.186.0.0/16,18747,19411,7004,52511
138.186.0.0/16,18747,19411,7004,52511
138.186.0.0/16,18747,61522,21838,22661,6429,52511
138.186.0.0/16,18747,19411,7004,52511
138.186.0.0/16,18747,19411,7004,264681
138.186.0.0/16,18747,19411,7004,264681
138.186.0.0/16,18747,19411,7004,264681
138.186.0.0/16,18747,19411,7004,264681
138.219.0.0/16,18747,19411,7004,61522,52510
138.219.0.0/16,18747,19228,14259,263826,263826,263826
138.219.0.0/16,18747,19411,21838,3549,10753,263826
138.219.0.0/16,18747,19411,21838,3549,10753,263826
138.219.0.0/16,18747,19411,21838,3549,10753,263826
138.219.0.0/16,18747,19411,19338,14259,263826
138.255.0.0/16,18747,19411,7004,263807
138.255.0.0/16,18747,19228,21838,3549,263702
138.255.0.0/16,18747,19411,21838,3549,263702
138.255.0.0/16,18747,19411,21838,3549,263702
138.255.0.0/16,18747,19228,21838,3549,263702
139.181.0.0/16,18747,19411,19338,19228,2688
139.229.0.0/16,18747,19228,21838,11340,19226
141.101.0.0/16,18747,61522,7004,12956,13335
141.101.0.0/16,18747,61522,7004,12956,13335,13335,13335
141.101.0.0/16,18747,61522,7004,12956,13335,13335
141.101.0.0/16,18747,61522,7004,12956,13335,13335
141.101.0.0/16,18747,61522,7004,12956,13335,13335,13335
143.202.0.0/16,18747,61483
143.202.0.0/16,18747,61483
143.202.0.0/16,18747,61483
143.202.0.0/16,18747,61483
143.208.0.0/16,18747,19411,7004,52439,52439
143.255.0.0/16,18747,19228,21838,3549,264636
143.255.0.0/16,18747,19228,21838,3549,264636
143.255.0.0/16,18747,19411,7004,52439,265675
143.255.0.0/16,18747,19411,7004,52439,265675
143.255.0.0/16,18747,19411,7004,52439,265675
143.255.0.0/16,18747,61522,7004,52280,265675
143.255.0.0/16,18747,264641,264641,264641,264641,264641,264641,264641,264641
143.255.0.0/16,18747,264641,264641,264641,264641,264641,264641,264641,264641
143.255.0.0/16,18747,264641,264641,264641,264641,264641,264641,264641,264641
143.255.0.0/16,18747,264641,264641,264641,264641,264641,264641,264641,264641
146.82.0.0/16,18747,19411,16471
146.82.0.0/16,18747,19411,16471
146.82.0.0/16,18747,19411,16471
146.82.0.0/16,18747,19411,16471
146.82.0.0/16,18747,19411,16471
146.82.0.0/16,18747,19228,21838,3549
146.82.0.0/16,18747,61522,7004,52280,13729
146.83.0.0/16,18747,61522,7004,22661,23140,23140,23140
146.83.0.0/16,18747,19228,21838,11340,23140
146.83.0.0/16,18747,61522,7004,22661,23140,23140,23140,23140,23140
146.83.0.0/16,18747,61522,7004,22661,23140,23140,23140,23140,23140
146.83.0.0/16,18747,61522,7004,22661,23140,23140,23140,23140,23140
146.83.0.0/16,18747,61522,7004,22661,23140,23140,23140,23140,23140
146.83.0.0/16,18747,19228,21838,11340
146.83.0.0/16,18747,19228,21838,11340
146.83.0.0/16,18747,19228,21838,11340,26610
146.83.0.0/16,18747,19411,7004,11340,26610
146.83.0.0/16,18747,19411,7004,11340
146.83.0.0/16,18747,19411,7004,11340
146.83.0.0/16,18747,19411,7004,11340
146.83.0.0/16,18747,19411,7004,11340
146.83.0.0/16,18747,19411,7004,11340
146.83.0.0/16,18747,19411,7004,11340
146.83.0.0/16,18747,19411,7004,11340
146.83.0.0/16,18747,19411,7004,11340
146.83.0.0/16,18747,19411,7004,11340
146.83.0.0/16,18747,19411,7004,11340
146.83.0.0/16,18747,19411,7004,11340
146.83.0.0/16,18747,19411,7004,11340
146.83.0.0/16,18747,19411,7004,11340
146.83.0.0/16,18747,19411,7004,11340
146.83.0.0/16,18747,19411,7004,11340
146.83.0.0/16,18747,19411,7004,11340
