52407,Comercializadora Y Asesoria Esteno Chile Limitada
52411,Universidad del Desarrollo
27888,Caja de Compensación de Asignación Familiar La Araucana
27909,Correos Chile
264775,IMPERIAL S.A
174,Cogent Communications
4826,Vocus Connect International Backbone
38803,Gtelecom-AUSTRALIA
56203,Gtelecom-AUSTRALIA
2914,"NTT America, Inc."
2519,ARTERIA Networks Corporation
2516,KDDI CORPORATION
7670,"Energia Communications, Inc."
18144,"Energia Communications,Inc."
6762,TELECOM ITALIA SPARKLE S.p.A.
38040,TOT Public Company Limited
23969,TOT Public Company Limited
6939,Hurricane Electric LLC
4651,The Communications Authority of Thailand(CAT)
4134,"No.31,Jin-rong Street"
4637,Telstra Global
133948,DONGFONG INC LIMITED
6453,TATA COMMUNICATIONS (AMERICA) INC
4641,The Hong Kong Internet Exchange Limited
24151,China Internet Network Infomation Center
18046,DongFong Technology Co. Ltd.
3491,"PCCW Global, Inc."
133741,HONGKONG YABOIDC TECHNOLOGY LIMITED
9416,Hoshin Multimedia Center Inc.
18042,Koos Broadband Telecom
3257,GTT Communications Inc.
24155,Asia Pacific Broadband Wireless Communications Inc
133955,World-Link International
63849,Yaren Lam
17676,Softbank BB Corp.
4725,SoftBank Mobile Corp.
9583,Sify Limited
3356,"Level 3 Parent, LLC"
7497,Computer Network Information Center
38345,"KNET Techonlogy (BeiJing) Co.,Ltd."
4788,"TM Net, Internet Service Provider"
38091,"CJ Hello Co., Ltd."
18313,"CJ Hello Co., Ltd."
1239,Sprint
9318,SK Broadband Co Ltd
9848,Sejong Telecom
45996,DAOU TECHNOLOGY
3786,LG DACOM Corporation
38669,"CJ Hello Co., Ltd."
17839,"CJ Hello Co., Ltd."
4847,China Networks Inter-Exchange
18245,CNNIC
9700,Korea Internet Security Agency
23600,Korea Internet Security Agency
1280,"Internet Systems Consortium, Inc."
23599,Korea Internet Security Agency
4766,Korea Telecom
9957,KINX
9286,KINX
9457,DREAMLINE CO.
1237,KISTI
23596,Korea Internet Security Agency
22548,Núcleo de Inf. e Coord. do Ponto BR - NIC.
13237,euNetworks Managed Services GmbH
8763,DENIC eG
131293,TOT Public Company Limited
56120,TOT Public Company Limited
701,"MCI Communications Services, Inc. d/b/a Verizon Business"
4755,TATA Communications formerly VSNL is Leading ISP
45528,Tikona Infinet Ltd.
9498,BHARTI Airtel Ltd.
1273,CW Vodafone Group PLC
55410,"C48 Okhla Industrial Estate, New Delhi-110020"
9730,Bharti Telesonic Ltd
4837,CHINA UNICOM China169 Backbone
64050,BGPNET Global ASN
1299,Telia Company AB
133731,Xinyuan Interconnect (HK) Limited
4809,China Telecom Next Generation Carrier Network
2514,"NTT PC Communications, Inc."
9680,HiNet Service Center in U.S.A
3462,Data Communication Business Group
4760,PCCW Limited
4775,Globe Telecoms
38266,Vodafone India Ltd.
7473,Singapore Telecommunications Ltd
4804,Microplex PTY LTD
7474,SingTel Optus Pty Ltd
4808,China Unicom Beijing Province Network
45083,"Beijing CheeryZone Scitech Co.,Ltd"
15932,Telenor Global Services AS
10089,Total Access Communication PLC.
9587,26th Floor 333/3 Moo 14 Chai Building
24378,Total Access Communication PLC.
24218,Global Transit Communications - Malaysia
4538,China Education and Research Network Center
10026,Pacnet Global Ltd
18403,The Corporation for Financing & Promoting Technology
38819,HKCSL GPRS NETWORK
9444,Hong Kong Telecommunications (HKT) Limited
9605,"NTT DOCOMO, INC."
2497,Internet Initiative Japan Inc.
134768,CHINANET Sichuan province Chengdu MAN network
17429,BEIJING GEHUA CATV NETWORK CO.LTD
17964,"Beijing Dian-Xin-Tong Network Technologies Co., Ltd."
9395,"BeiJing Guoxin bilin Telecom Technology Co.,Ltd"
37903,Ymobile Corporation
23724,"IDC, China Telecommunications Corporation"
59034,"BeiJing Wish Network Technology CO.,LTD."
1221,Telstra Pty Ltd
9845,"CJ Hello Co., Ltd."
10066,"CJ Hello Co., Ltd."
17577,"CJ Hello Co., Ltd."
10037,"CJ Hello Co., Ltd."
9697,"CJ Hello Co., Ltd."
9723,iseek Communications Pty Ltd
137053,KrungThai Bank Computer Services Project
134166,Internet Data Center Service
45769,D-Vois Broadband Pvt Ltd
15412,Reliance Globalcom Limited
18101,Reliance Communications Ltd.DAKC MUMBAI
45582,"VAINAVI INDUSTIES LTD, INTERNET SERVICE PROVIDER, INDIA"
45820,Tata Teleservices ISP AS
132215,Power Grid Corporation of India Limited
17443,Karuturi Telecom Pvt Ltd
55644,Idea Cellular Limited
45271,Idea Cellular Limited
24157,Taiwan Star Telecom Corporation Limited.(Former Vibo Telecom Inc.)
9505,Taiwan Internet Gateway
10158,Kakao Corp
38099,Kakao Corp
45376,HALLAHOLDINGS
18305,POSCO ICT
55633,pundang jesaeng general hospital
9684,HANWHA Corp./Information Service div.
9771,"Dial Communications, INC."
9638,National Agricultural Cooperative federation
55627,Dongduk Womens University
7562,HCN Dongjak
55586,THE CATHOLIC UNIVERSITY OF KOREA SONGSIM
55615,DOUZONEBIZON
9647,Seoul Metropolitan Government
9973,BSITC
9849,Office of the president
9851,kongju communication arts university
10064,GEPS Cheonan Sagnokresort
55602,kbcard
17873,"Daewoo Securities Co., Ltd."
45980,Cross On Net Inc.
23579,Seoul Metropolitan Office Of Education
10167,HANVIT BANK
38122,Seoul Guarantee Insurance Company
9944,LG Home shopping Inc.
16477,ACNIELSEN
38123,asan medical center
4665,Yonsei University
18302,SK Telecom
18314,HANASK card
38396,Paju office of Education Gyeonggi Province
38390,Goyang Office of Education
10185,Hana Bank Co.
38392,KYONGGI YANGPYEONG OFFICE OF EDUCATION
38394,Gyeonggido Seongnam Office of Education
38697,Hankyong National Univercity
9272,"HANSOFT, INC."
18317,SHINHAN DATA SYSTEM
38402,Gyeonggi Provincial Suwon Office of Education
38400,Gyeonggi-do Pyongtaek Office Education
38411,Yongin office of education
38401,Gyeonggi Provincial Anseong Office of Education
38399,Gyeonggi-do Yeoju Office of Education
38415,Guri Namyangju Office Of Education
38408,GYEONGGI PROVINCIAL ANYANG OFFICE OF EDUCATION
38403,GunpoUiwang Office of Education
38407,Gyeonggi-Do Ansan Office of Education
38414,Gyeonggi siheung office of education
9523,Mokwon University
55632,Hansol High School
55625,Chungwoon University
45972,KOREA LAND AND GEOSPATIAL INFORMATIX CORPORATION
38112,Korea Housing & Urban Guarantee Corporation
55618,UNIVERSITY OF ULSAN
55600,"Hana Broadcasting Co, Ltd"
38389,FAMOUS WORKER
23930,"IP-Converge Data Center, Inc."
23576,NBP
9770,"CJ Hello Co., Ltd."
5511,Orange
3215,Orange
34164,Akamai International B.V.
12322,Free SAS
5580,Hibernia Networks (Netherlands) BV
20485,Closed Joint Stock Company TransTeleCom
9002,RETN Limited
7545,TPG Telecom Limited
2764,AAPT Limited
12222,"Akamai Technologies, Inc."
6461,Zayo Bandwidth
43639,Akamai International B.V.
33891,Core-Backbone GmbH
12491,Gilat Satcom
30997,GIXA-AS
9121,Turk Telekom
42910,Equinix Turkey Internet Hizmetleri Anonim Sirketi
15964,CAMEROON TELECOMMUNICATIONS NETWORK
37100,SEACOM-AS
6667,Elisa Oyj
719,Elisa Oyj
8966,Emirates Telecommunications Corporation
8708,RCS & RDS
6830,Liberty Global Operations B.V.
16735,ALGAR TELECOM S/A
7738,Telemar Norte Leste S.A.
28576,Instituto de Tecnologia Informacao Brasil
10429,Telefonica Data S.A.
8928,Interoute Communications Limited
8697,Jordan Telecommunications Company
32787,"Akamai Technologies, Inc."
5577,root SA
49624,LU-CIX Management
22927,Telefonica de Argentina
27747,Telecentro S.A.
1267,Wind Telecomunicazioni SpA
327724,NITA
8932,Ucom LLC
51225,Armenian internet traffic exchange 'Armix' foundation
15924,Vodafone Net Iletisim Hizmetleri Anonim Sirketi
15897,Vodafone Telekomunikasyon A.S.
37084,Simbanet (T) Ltd
37545,BBSS
24724,ATM S.A.
33905,Akamai International B.V.
10481,Prima S.A.
27988,Servicios y Telecomunicaciones S.A.
52376,CABASE Camara Arg de Base de Datos y Serv en Linea
6057,Administracion Nacional de Telecomunicaciones
26769,Bandcon
34224,Neterra Ltd.
204979,London Internet Exchange Ltd.
31108,Akamai International B.V.
3269,Telecom Italia
198435,EDX Network EURL
199422,Rezopole A.D.
12714,Net By Net Holding LLC
3216,PVimpelCom
47872,Sofia Connect EAD
28663,FLYS INTERATIVA LTDA
61813,EDGE4M CONSULTORIA EM INFRAESTRUTURA LTDA.
209,"Qwest Communications Company, LLC"
5713,SAIX-NET
37457,Telkom-Internet
3320,Deutsche Telekom AG
8220,COLT Technology Services Group Limited
14840,COMMCORP COMUNICACOES LTDA
22356,Durand do Brasil Ltda
9116,B Communications Ltd
12400,Partner Communications Ltd.
31133,PJSC MegaFon
24955,OJSC Ufanet
8781,Ooredoo Q.S.C.
12576,EE Limited
30722,Vodafone Italia S.p.A.
44957,Vodafone Italia S.p.A.
5384,Emirates Telecommunications Corporation
286,KPN B.V.
12389,Rostelecom
44034,Hi3G Access AB
43727,KVANT-TELEKOM Closed Joint Stock Company
197556,TNS-Plus LLP
29355,Kcell JSC
35104,JSC Kaztranscom
8657,Servicos De Comunicacoes E Multimedia S.A.
3243,Servicos De Comunicacoes E Multimedia S.A.
12713,OTE Global Solutions SA
6799,OTEnet S.A.
39386,Saudi Telecom Company JSC
25019,Saudi Telecom Company JSC
8402,VimpelCom
13285,TalkTalk
3292,Tele Danmark
5607,Sky UK Limited
9158,Telenor A/S
9198,JSC Kazakhtelecom
3352,Telefonica De Espana
48159,Telecommunication Infrastructure Company
44244,Iran Cell Service and Communication Company
2119,Telenor Norge AS
6739,"Vodafone Ono, S.A."
12430,Vodafone Spain
12357,Vodafone Spain
24608,WINDTRE s.p.a
12880,Information Technology Company (ITC)
58224,Iran Telecommunication Company PJS
42337,Respina Networks & Beyond PJSC
51119,Telecommunication company of semnan province PJSC
49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock)
31549,Aria Shatel Company Ltd
50810,Mobin Net Communication Company (Private Joint Stock)
29049,Delta Telecom Ltd
34984,Tellcom Iletisim Hizmetleri A.s.
51469,Petiak System
43754,Asiatech Data Transfer Inc PLC
44400,Ertebatat Sabet Parsian
56616,Tarahan Shabake Sharif LTD
61209,University of Sistan and Baluchestan
62196,Rayan Ravesh Sena Ltd
16232,Telecom Italia
3209,Vodafone GmbH
6805,Telefonica Germany
12638,Telefonica Germany
12874,Fastweb
3301,Telia Company AB
27986,ENTEL CHILE S.A.
7018,"AT&T Services, Inc."
46164,AT&T Mobility LLC
21889,Rapid Systems Corporation
18779,EGIHosting
26481,Rebel Hosting
20473,"Choopa, LLC"
7029,Windstream Communications LLC
29256,Syrian Telecom
6866,Cyprus Telecommunications Authority
21219,Private Joint Stock Company datagroup
3326,Private Joint Stock Company datagroup
198731,Prisco Electronica S.L.
15493,Closed Joint Stock Company Russian company
39791,"Telco Pro Services, a. s."
198161,"Sokolovska uhelna, pravni nastupce, a.s."
34549,meerfarbig GmbH & Co. KG
50300,CustodianDC Limited
62217,VooServers Ltd
3223,Voxility LLP
205632,mars solutions GmbH
24961,myLoc managed IT AG
200615,Mike Kaldig
30823,combahton IT Services
205948,Linus Holtstiege
198385,AlpineDC SA
21277,Newroz Telecom Ltd.
50597,ScopeSky Communication and Internet Ltd.
44217,IQ Networks
198735,"Hilal Al-Rafidain for Computer and Internet Services Co., Ltd."
39216,AL-SARD FIBER Co. for Internet Fiber and Optical Cable Services /Ltd.
198738,CipherSpace GmbH
61157,PlusServer GmbH
21472,ServerHouse Ltd
51678,Ibermatica S.A.
41560,UGMK-Telecom LLC
260,Xconnect24 Inc.
60404,Liteserver Holding B.V.
43391,Netdirekt A.S.
3188,Alastyr Telekomunikasyon A.S.
198432,Ipcore Datacenters S.L
31655,Gamma Telecom Holdings Ltd
9049,JSC ER-Telecom Holding
31483,JSC ER-Telecom Holding
16179,JSC ER-Telecom Holding
62287,JSC ER-Telecom Holding
12772,JSC ER-Telecom Holding
35645,Limited Liability Company VLADINFO
44436,LLC MyBox
21127,"JSC Zap-Sib TransTeleCom, Novosibirsk"
201776,Miranda-Media Ltd
28761,CrimeaCom South LLC
48441,Society with limited liability MagLAN
2854,LLC Equant
58002,OJSC Svyazinform
59600,Atlas Telecom Ltd.
39028,JSC ER-Telecom Holding
201083,PORT TELECOM Ltd
202778,MedSoft LTD.
206171,Iridium Service LLC
207078,Credit Ural Bank Joint Stock Company
41661,JSC ER-Telecom Holding
41682,JSC ER-Telecom Holding
50542,JSC ER-Telecom Holding
41668,JSC ER-Telecom Holding
51570,JSC ER-Telecom Holding
42682,JSC ER-Telecom Holding
57026,JSC ER-Telecom Holding
57378,JSC ER-Telecom Holding
50543,JSC ER-Telecom Holding
44050,Petersburg Internet Network ltd.
31500,LLC Globalnet
20764,Cjsc Rascom
56534,Comfortel Ltd.
205601,Didgital Design Ltd
29073,Quasi Networks LTD.
62206,Pitline Ltd
202023,LLHost Inc
9009,M247 Ltd
50896,Trusov Ilya Igorevych
8100,"QuadraNet, Inc"
205701,Agenstvo Absolyut Ltd
203395,Konstruktor Informatsionnih tehnologii ltd
30475,"Handy Networks, LLC"
28917,LLC trc Fiord
44812,IT Expert LLC
49505,OOO Network of data-centers Selectel
56541,KOMETA LLC
50673,Serverius Holding B.V.
62088,Sinarohost LTD
30848,TWT S.p.A.
42020,Libantelecom
31126,Sodetel S.a.l.
3181,CJSC Matrix Mobile
7713,PT Telekomunikasi Indonesia
49063,Dataline Ltd
198762,OOO Migcredit
31261,GARS Telecom - Telecommunications Management LLC
196798,New Line Telecom OOO
198833,Korado CJSC
198821,OOO Alkor and Co
51219,Closed Joint Stock Company CROC incorporated
59530,OOO Izdatelstvo EKSMO
29286,Skylogic S.p.A.
49301,Closed Joint Stock Company TransTeleCom
15774,Closed Joint Stock Company TransTeleCom
8359,MTS PJSC
28884,MTS PJSC
21365,MTS PJSC
3178,FastLine For Communication And Information Technology Ltd
24940,Hetzner Online GmbH
198726,Thuega SmartService GmbH
60169,G-FIT Gesellschaft fuer innovative Telekommunikationsdienste mbH & Co. KG
57154,Stadtwerke Konstanz GmbH
60610,Everest Data Centres Ltd
57168,Everest Data Centres Ltd
35916,MULTACOM CORPORATION
21769,Colocation America Corporation
20771,Caucasus Online Ltd.
199045,LTD Sky-Net
35805,JSC Silknet
198967,BITel Gesellschaft fuer Telekommunikation mbH
29562,Kabel BW
36351,SoftLayer Technologies Inc.
57809,Serveurcom SRL
49209,China Telecom Europe Ltd.
25160,Vorboss Limited
51088,A2b Ip B.v.
8455,Schuberg Philis B.V.
58186,GameHouse Europe BV
12715,Orange Espagne S.A.U.
49835,"Fundacio Privada per a la Xarxa Lliure, Oberta i Neutral, guifi.net"
25394,MK Netzdienste GmbH & Co. KG
20676,QSC AG
50710,EarthLink Ltd. Communications&Internet Services
3194,SatGate Company for Trading of Computers Systems and Communications Appliances WLL
207097,Online Company Ltd
206893,Storm Networks for internet service provider Ltd.
44568,Dimension Data Cloud Solution Inc.
31721,Azercell Telecom Ltd Azerbaijan-Turkey Joint Venture
15723,Azeronline Information Services
5403,APA-IT Informations Technologie G.m.b.H
3190,3-S-IT Dienstleistungen GmbH
30844,Liquid Telecommunications Ltd
27822,Emerging Markets Communications de Argentina S.R.L
42705,Talia Limited
60929,Investment and technology group of companies limited
57588,Hayat for Internet & communication LLC
200654,Tornet General Trading and Communication Services LLC
6663,Euroweb Romania S.A.
46887,"Lightower Fiber Networks I, LLC"
36614,Comsat Inc.
8529,Oman Telecommunications Company (S.A.O.G)
47217,Planetel Srl
12975,Palestine Telecommunications Company (PALTEL)
31408,Orange Palestine Group Co. for Technological Investment Joint Stock Private Company
47215,Filoo GmbH
204268,Globo Technologies S.A.
31214,TIS Dialog LLC
35415,Webzilla B.V.
196646,Datum Datacentres Limited
15404,COLT Technology Services Group Limited
16135,Turkcell Iletisim Hizmetleri A.s.
21353,JSC ER-Telecom Holding
41733,Perspectiva Ltd.
42116,JSC ER-Telecom Holding
21412,UAB Cgates
50010,Omani Qatari Telecommunications Company SAOC
50463,Triple C Cloud Computing Ltd.
51043,Aspire Technology Solutions Ltd
42652,inexio Informationstechnologie und Telekommunikation Gmbh
196763,Key-Systems GmbH
28725,Ceska Telekomunikacni Infrastruktura a.s
201934,Ing. Jan Kolar
31200,Novotelecom Ltd
60500,"Non-commercial partnership Novosibirsk professional hockey club, Siberia "
29405,VNET a.s.
43451,RadioLAN spol. s r.o.
60829,"NEVERNET, s.r.o."
3255,State Enterprise Scientific and Telecommunication Centre Ukrainian Academic and Research Netw
48964,Private Enterprise Enterra
31042,Serbia BroadBand-Srpske Kablovske mreze d.o.o.
48289,Dadeh Pardazan Sabz Alborz Co.(P.J.S.)
31672,Control Circle Ltd
2116,Broadnet AS
43905,Telenor Satellite AS
197524,CCNST Deutschland GmbH
39704,CJ2 Hosting B.V.
34977,Procono S.A.
40009,"BitGravity, Inc."
12850,ENTER S.r.l.
13193,Nerim SAS
9123,TimeWeb Ltd.
3267,State Institute of Information Technologies and Telecommunications (SIIT&T Informika)
29422,Nebula Oy
35382,Oy Capnova Ltd
6677,Siminn
60300,midlar ehf
8636,MAXnet Systems Ltd.
57214,"Vidikon-K, CJSC"
41881,Fanava Group
48944,khalij fars Ettela Resan Company J.S.
8517,National Academic Network and Information Center
8678,Ankara Universitesi Rektorlugu
6848,Telenet BVBA
62214,RackForest Kft.
12303,Council of Hungarian Internet Providers
58177,Cic S.c.r.l.
8439,JSC AIST
42010,I.t. Professional Services Limited
35425,Bytemark Limited
20880,Tele Columbus AG
12849,Hot-Net internet services Ltd.
15802,Emirates Integrated Telecommunications Company PJSC (EITC-DU)
60168,Net Service LTD.
31287,IPACCT Ltd.
57705,Lifoet-2007 LLC
5603,Telekom Slovenije d.d.
44549,"MEGA M, Informacijske Tehnologije, d.o.o."
43714,Production co-operative Economic-legal laboratory
15533,SunGard Availability Services (UK) Ltd
198870,Ingenico Marketing Solutions GmbH
15836,Arax-Impex s.r.l.
34547,Telesmart Telekom Doo
8447,A1 Telekom Austria AG
43612,Company for communications services ONE.VIP DOO Skopje
16333,Company for communications services ONE.VIP DOO Skopje
198904,50Hertz Transmission GmbH
21299,Kar-Tel LLC
60299,Mezhdugorodnyaya Mezhdunarodnaya Telefonnaya Stanciya Ltd.
43994,Smartnet Too
41798,JSC Transtelecom
199435,"Wimax On Line, S.L."
51440,Call U Communications Ltd.
8513,SkyVision Global Networks Ltd
16360,Signalhorn Trusted Networks GmbH
35320,Eurotranstelecom Ltd
15626,ITL Company
21100,ITL Company
28716,Reti Telematiche Italiane S.p.A. (Retelit S.p.A.)
198800,Packet Loss s.r.l.
47796,Pardaz Gostar Ertebatat Berelian Limited Liability Company
58142,Samaneh Sama Pishro Persian Communications and Information Development Company PJS
25184,Afranet
44889,Farhang Azma Communications Company LTD
5400,British Telecommunications plc
25054,ACO Computerservice GmbH
58141,Ip-one B.v.
41564,Packet Exchange Limited
63119,netirons
57858,Inter Connects Inc
20634,Telecom Liechtenstein AG
198288,Newsnet AG
31514,OOO Trivon Networks
43530,Limited Liability Company Irtelcom
8681,JTGlobal
58143,Mediabridge United Ltd.
49820,Pictura Imaginis B.V.
42303,Fiber Direkt i Sverige AB
62240,Clouvider Limited
31577,"Prored Comunicaciones, S.L."
5588,T-Mobile Czech Republic a.s.
29119,ServiHosting Networks S.L.
42493,Lorca TV Sol S.L.
20773,Host Europe GmbH
28885,Oman Telecommunications Company (S.A.O.G)
5483,Magyar Telekom plc.
16276,OVH SAS
34594,OPTIMA TELEKOM d.d.
34748,OPTIMA TELEKOM d.d.
8331,Cronyx Plus Ltd.
58157,RIcentr LLC
31673,Uniserver Internet B.V.
8530,Excell Group PLC
198753,Excell Group PLC
58291,ColoCenter b.v.
29512,tvk Zjawiona Elzbieta
198871,Diputacion de Castellon
57043,Hostkey B.v.
198792,DSTORAGE s.a.s.
51985,Adenis SARL
60641,Hexatel SAS
48173,The Unbelievable Machine Company GmbH
30938,ahbr company limited
21027,Paradores De Turismo De Espana SA
200845,Avatel & Wikiker Telecom S.L.
206366,Rural Telecom SL
206487,Nexvolmar S.l.
200064,Red digital de telecomunicaciones de las islas baleares SL
